deck,nofGames,nOfPlayers,winRate
archers;arrows;baby-dragon;bandit;elixir-collector;golem;lightning;night-witch,130,32,0.48496
elite-barbarians;fireball;lumberjack;minion-horde;prince;skeleton-army;valkyrie;wizard,208,12,0.49526
elite-barbarians;fireball;mega-knight;minion-horde;skeleton-army;valkyrie;wizard;zap,157,14,0.5375
elite-barbarians;fireball;miner;minion-horde;skeleton-army;valkyrie;witch;wizard,190,15,0.44041
elite-barbarians;fireball;minion-horde;mirror;rage;skeleton-army;valkyrie;wizard,202,26,0.50976
elite-barbarians;fireball;minion-horde;pekka;prince;rage;witch;wizard,141,12,0.51736
elite-barbarians;fireball;minion-horde;pekka;rage;skeleton-army;valkyrie;wizard,212,32,0.47209
elite-barbarians;fireball;minion-horde;pekka;rage;the-log;wizard;zap,188,19,0.46335
elite-barbarians;fireball;minion-horde;rage;royal-giant;valkyrie;witch;wizard,161,32,0.53354
elite-barbarians;fireball;minion-horde;rage;skeleton-army;valkyrie;wizard;zap,655,50,0.4962
elite-barbarians;fireball;minion-horde;royal-giant;skeleton-army;the-log;wizard;zap,309,24,0.51442
elite-barbarians;fireball;minion-horde;royal-giant;skeleton-army;valkyrie;witch;wizard,121,12,0.47984
elite-barbarians;fireball;minions;rage;royal-giant;skeleton-army;wizard;zap,146,15,0.51342
elite-barbarians;fireball;minions;royal-giant;valkyrie;witch;wizard;zap,386,21,0.49229
elite-barbarians;freeze;hog-rider;ice-golem;ice-spirit;minions;musketeer;zap,1088,129,0.52062
elite-barbarians;freeze;hog-rider;inferno-tower;minion-horde;valkyrie;wizard;zap,122,11,0.5
elite-barbarians;freeze;hog-rider;inferno-tower;skeleton-army;valkyrie;wizard;zap,206,32,0.48804
elite-barbarians;freeze;hog-rider;minion-horde;pekka;skeleton-army;wizard;zap,130,13,0.51504
elite-barbarians;freeze;hog-rider;minion-horde;pekka;witch;wizard;zap,123,13,0.50397
elite-barbarians;freeze;hog-rider;minion-horde;rocket;royal-giant;valkyrie;wizard,237,12,0.50625
elite-barbarians;freeze;hog-rider;minion-horde;rocket;valkyrie;witch;wizard,169,19,0.52616
elite-barbarians;freeze;hog-rider;minion-horde;valkyrie;witch;wizard;zap,155,19,0.52532
elite-barbarians;freeze;minion-horde;rocket;royal-giant;valkyrie;witch;wizard,155,11,0.5443
elite-barbarians;furnace;goblin-barrel;minion-horde;mirror;skeleton-army;the-log;zap,113,10,0.53448
elite-barbarians;furnace;goblin-gang;hog-rider;minion-horde;skeleton-army;wizard;zap,125,11,0.48828
elite-barbarians;furnace;goblin-gang;hog-rider;minions;valkyrie;wizard;zap,258,39,0.56513
elite-barbarians;giant;goblin-gang;hog-rider;minion-horde;skeleton-army;wizard;zap,184,11,0.4492
elite-barbarians;giant;goblin-gang;minion-horde;rage;rocket;skeleton-army;wizard,173,13,0.53125
elite-barbarians;giant;goblin-gang;minion-horde;rage;valkyrie;witch;wizard,122,13,0.508
elite-barbarians;giant;goblin-gang;rage;valkyrie;witch;wizard;zap,146,17,0.58725
elite-barbarians;giant;hog-rider;minion-horde;rage;rocket;witch;wizard,382,31,0.46623
elite-barbarians;giant;minion-horde;rage;rocket;valkyrie;witch;wizard,459,50,0.48052
elite-barbarians;giant;minion-horde;rage;rocket;witch;wizard;zap,132,10,0.47778
elite-barbarians;goblin-barrel;goblin-gang;hog-rider;minion-horde;valkyrie;wizard;zap,170,27,0.51445
elite-barbarians;goblin-barrel;hog-rider;ice-wizard;minion-horde;princess;skeleton-army;zap,128,10,0.5458
elite-barbarians;goblin-barrel;hog-rider;lumberjack;minion-horde;skeleton-army;the-log;wizard,122,12,0.524
elite-barbarians;goblin-barrel;hog-rider;minion-horde;princess;skeleton-army;the-log;zap,170,23,0.59249
elite-barbarians;goblin-barrel;hog-rider;minion-horde;rage;skeleton-army;valkyrie;wizard,169,31,0.49419
elite-barbarians;goblin-barrel;hog-rider;minion-horde;rocket;skeleton-army;valkyrie;wizard,134,21,0.51095
elite-barbarians;goblin-barrel;ice-wizard;miner;minion-horde;princess;skeleton-army;zap,127,14,0.48846
elite-barbarians;goblin-barrel;inferno-tower;minions;princess;skeleton-army;the-log;zap,181,12,0.5788
elite-barbarians;goblin-barrel;minion-horde;skeleton-army;the-log;valkyrie;wizard;zap,113,13,0.5431
elite-barbarians;goblin-gang;hog-rider;inferno-tower;rocket;valkyrie;wizard;zap,141,14,0.48958
elite-barbarians;goblin-gang;hog-rider;knight;minion-horde;skeleton-army;wizard;zap,204,14,0.58454
elite-barbarians;goblin-gang;hog-rider;minion-horde;princess;rage;valkyrie;wizard,289,10,0.51027
elite-barbarians;goblin-gang;hog-rider;minion-horde;princess;skeleton-army;wizard;zap,189,17,0.52604
elite-barbarians;goblin-gang;hog-rider;minion-horde;rage;skeleton-army;witch;wizard,141,14,0.47569
elite-barbarians;goblin-gang;hog-rider;minion-horde;rage;tornado;wizard;zap,157,11,0.55937
elite-barbarians;goblin-gang;hog-rider;minion-horde;skeleton-army;valkyrie;wizard;zap,522,56,0.54095
elite-barbarians;goblin-gang;hog-rider;minions;skeleton-army;the-log;wizard;zap,315,19,0.53302
elite-barbarians;goblin-gang;miner;minion-horde;rage;valkyrie;wizard;zap,167,10,0.52059
elite-barbarians;goblin-gang;minion-horde;pekka;rage;skeleton-army;wizard;zap,239,16,0.52686
elite-barbarians;goblin-gang;minion-horde;prince;rage;rocket;skeleton-army;wizard,130,11,0.51504
elite-barbarians;goblin-gang;minion-horde;rage;rocket;royal-giant;witch;wizard,122,10,0.58
elite-barbarians;hog-rider;ice-spirit;minions;musketeer;skeleton-army;the-log;zap,145,16,0.54392
elite-barbarians;hog-rider;inferno-tower;skeleton-army;the-log;valkyrie;wizard;zap,147,32,0.50333
elite-barbarians;hog-rider;knight;minion-horde;skeleton-army;the-log;wizard;zap,353,20,0.50983
elite-barbarians;hog-rider;lumberjack;minion-horde;skeleton-army;the-log;wizard;zap,141,30,0.47917
elite-barbarians;hog-rider;miner;minion-horde;rage;skeleton-army;wizard;zap,134,17,0.49635
elite-barbarians;hog-rider;miner;minion-horde;skeleton-army;the-log;wizard;zap,150,20,0.55229
elite-barbarians;hog-rider;miner;minions;princess;skeleton-army;the-log;zap,115,13,0.52119
elite-barbarians;hog-rider;minion-horde;prince;rage;rocket;witch;wizard,223,24,0.4823
elite-barbarians;hog-rider;minion-horde;prince;rocket;skeleton-army;the-log;wizard,264,16,0.47191
elite-barbarians;hog-rider;minion-horde;princess;rage;valkyrie;wizard;zap,211,11,0.53037
elite-barbarians;hog-rider;minion-horde;the-log;valkyrie;witch;wizard;zap,171,11,0.48276
elite-barbarians;hog-rider;minions;mini-pekka;skeleton-army;the-log;wizard;zap,116,16,0.55042
elite-barbarians;hog-rider;minions;rage;valkyrie;witch;wizard;zap,259,30,0.45229
elite-barbarians;hog-rider;mirror;rage;skeleton-army;valkyrie;wizard;zap,145,16,0.51351
elite-barbarians;hog-rider;musketeer;skeleton-army;valkyrie;witch;wizard;zap,155,10,0.53797
elite-barbarians;inferno-tower;miner;minion-horde;princess;skeleton-army;the-log;zap,250,21,0.51383
elite-barbarians;minion-horde;pekka;rage;skeleton-army;valkyrie;wizard;zap,276,28,0.49821
elite-barbarians;minion-horde;rage;rocket;skeleton-army;valkyrie;witch;wizard,219,17,0.5
elixir-collector;executioner;giant;mega-minion;mini-pekka;sparky;tornado;zap,219,12,0.55631
elixir-collector;fireball;giant;goblin-gang;minions;sparky;wizard;zap,173,15,0.50284
elixir-collector;fireball;goblin-gang;golem;lumberjack;mega-minion;night-witch;zap,555,101,0.53405
elixir-collector;fireball;golem;mega-minion;mini-pekka;night-witch;the-log;zap,133,13,0.49632
elixir-collector;flying-machine;golem;guards;mega-minion;night-witch;poison;zap,217,22,0.54318
elixir-collector;giant;goblin-gang;miner;minion-horde;three-musketeers;valkyrie;zap,113,13,0.53448
elixir-collector;giant;goblin-gang;minions;skeleton-army;sparky;wizard;zap,301,15,0.53125
elixir-collector;giant;goblins;minions;sparky;tornado;wizard;zap,144,43,0.54422
elixir-collector;giant;ice-spirit;knight;mega-minion;poison;prince;zap,186,10,0.55556
elixir-collector;giant;ice-spirit;miner;minion-horde;skeleton-army;three-musketeers;zap,199,20,0.49752
elixir-collector;giant;ice-spirit;minions;prince;skeleton-army;three-musketeers;zap,259,50,0.46374
elixir-collector;giant;mega-minion;mini-pekka;prince;valkyrie;wizard;zap,158,12,0.51863
elixir-collector;giant;mega-minion;minion-horde;mini-pekka;rage;sparky;wizard,1066,72,0.54911
elixir-collector;giant;mega-minion;minion-horde;minions;rage;sparky;wizard,119,21,0.57377
elixir-collector;giant;minions;mini-pekka;musketeer;rage;witch;zap,123,11,0.57143
elixir-collector;goblin-gang;golem;lightning;lumberjack;mega-minion;night-witch;zap,1269,227,0.50393
elixir-collector;goblin-gang;golem;lightning;lumberjack;minion-horde;night-witch;zap,122,13,0.552
elixir-collector;goblin-gang;golem;lumberjack;mega-minion;night-witch;poison;zap,2009,319,0.52684
elixir-collector;goblin-gang;golem;lumberjack;minion-horde;night-witch;wizard;zap,113,11,0.5431
elixir-collector;goblin-gang;golem;lumberjack;night-witch;tornado;wizard;zap,310,31,0.54792
elixir-collector;goblin-gang;hog-rider;ice-golem;ice-spirit;mini-pekka;three-musketeers;zap,264,54,0.50562
elixir-collector;goblin-gang;hog-rider;ice-golem;miner;minion-horde;three-musketeers;zap,359,95,0.53315
elixir-collector;goblin-gang;hog-rider;ice-spirit;knight;the-log;three-musketeers;zap,1613,258,0.54425
elixir-collector;goblin-gang;hog-rider;knight;minion-horde;the-log;three-musketeers;zap,115,17,0.51271
elixir-collector;goblin-gang;ice-golem;miner;minion-horde;mini-pekka;three-musketeers;zap,212,49,0.51628
elixir-collector;goblin-gang;ice-spirit;knight;miner;minion-horde;three-musketeers;zap,954,131,0.52194
elixir-collector;goblin-gang;miner;minion-horde;pekka;the-log;three-musketeers;zap,249,30,0.53175
elixir-collector;golem;lightning;lumberjack;mega-minion;night-witch;tornado;zap,149,35,0.49342
elixir-collector;golem;lightning;mega-minion;mini-pekka;night-witch;wizard;zap,176,17,0.53352
elixir-collector;golem;lumberjack;mega-minion;minion-horde;night-witch;poison;zap,149,11,0.47697
elixir-collector;golem;lumberjack;mega-minion;night-witch;poison;witch;zap,274,38,0.50542
elixir-collector;golem;mega-minion;mini-pekka;night-witch;tornado;wizard;zap,569,51,0.52622
elixir-collector;golem;mega-minion;poison;prince;skeletons;the-log;wizard,525,144,0.46591
elixir-collector;ice-golem;ice-spirit;musketeer;skeletons;tesla;the-log;x-bow,3675,1125,0.4807
elixir-collector;miner;minions;pekka;skeletons;the-log;three-musketeers;zap,145,12,0.51689
executioner;fire-spirits;hog-rider;ice-spirit;knight;lightning;tornado;zap,147,11,0.56333
executioner;fire-spirits;hog-rider;knight;pekka;the-log;tornado;zap,238,13,0.56224
executioner;fire-spirits;hog-rider;lightning;tesla;the-log;tornado;valkyrie,501,15,0.55952
executioner;fireball;fire-spirits;goblin-gang;hog-rider;pekka;tornado;zap,271,16,0.57847
executioner;fireball;fire-spirits;hog-rider;inferno-dragon;mini-pekka;valkyrie;zap,293,10,0.47804
executioner;fireball;fire-spirits;hog-rider;knight;pekka;tornado;zap,126,17,0.53101
executioner;fireball;freeze;goblin-gang;hog-rider;mini-pekka;tornado;zap,148,22,0.4702
executioner;fireball;freeze;goblins;hog-rider;knight;the-log;tornado,154,19,0.5
executioner;fireball;freeze;hog-rider;pekka;tesla;valkyrie;zap,126,15,0.51163
executioner;fireball;furnace;goblin-gang;hog-rider;mini-pekka;tornado;zap,130,40,0.54135
executioner;fireball;furnace;goblin-gang;hog-rider;minions;mini-pekka;zap,115,25,0.53814
executioner;fireball;furnace;goblin-gang;hog-rider;pekka;tornado;zap,217,46,0.54318
executioner;fireball;furnace;guards;hog-rider;mini-pekka;tornado;zap,128,17,0.50763
executioner;fireball;furnace;hog-rider;minions;mini-pekka;valkyrie;zap,114,31,0.55128
executioner;fireball;furnace;hog-rider;pekka;the-log;tornado;zap,193,20,0.55612
executioner;fireball;furnace;mega-minion;miner;pekka;tornado;zap,177,12,0.52222
executioner;fireball;giant;goblin-gang;mega-minion;prince;the-log;zap,113,13,0.56466
executioner;fireball;giant;ice-wizard;mega-minion;mini-pekka;tornado;zap,212,20,0.62791
executioner;fireball;giant;mega-minion;miner;mini-pekka;the-log;zap,195,23,0.50505
executioner;fireball;giant;mega-minion;miner;mini-pekka;tornado;zap,281,35,0.49472
executioner;fireball;giant;mega-minion;mini-pekka;tornado;valkyrie;zap,198,32,0.49502
executioner;fireball;giant;minions;skeleton-army;sparky;tornado;zap,128,12,0.60305
executioner;fireball;giant;minions;sparky;tombstone;tornado;zap,155,10,0.44304
executioner;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;valkyrie;zap,343,56,0.51301
executioner;fireball;goblin-barrel;goblin-gang;hog-rider;knight;tesla;the-log,153,12,0.49359
executioner;fireball;goblin-barrel;goblin-gang;hog-rider;the-log;tornado;valkyrie,123,21,0.5754
executioner;fireball;goblin-gang;hog-rider;ice-spirit;mini-pekka;tornado;zap,430,80,0.52425
executioner;fireball;goblin-gang;hog-rider;ice-spirit;tornado;valkyrie;zap,711,152,0.5049
executioner;fireball;goblin-gang;hog-rider;ice-wizard;knight;tornado;zap,187,57,0.51842
executioner;fireball;goblin-gang;hog-rider;inferno-dragon;minions;mini-pekka;zap,173,13,0.5483
executioner;fireball;goblin-gang;hog-rider;inferno-dragon;tornado;valkyrie;zap,454,58,0.50766
executioner;fireball;goblin-gang;hog-rider;inferno-tower;knight;the-log;tornado,214,52,0.52765
executioner;fireball;goblin-gang;hog-rider;inferno-tower;knight;tornado;zap,340,73,0.53644
executioner;fireball;goblin-gang;hog-rider;inferno-tower;mega-knight;tornado;zap,185,11,0.50532
executioner;fireball;goblin-gang;hog-rider;inferno-tower;mega-knight;valkyrie;zap,190,17,0.55181
executioner;fireball;goblin-gang;hog-rider;inferno-tower;the-log;tornado;valkyrie,414,26,0.53717
executioner;fireball;goblin-gang;hog-rider;inferno-tower;tornado;valkyrie;zap,280,51,0.5636
executioner;fireball;goblin-gang;hog-rider;knight;mega-knight;tornado;zap,204,25,0.51932
executioner;fireball;goblin-gang;hog-rider;knight;minions;tesla;the-log,117,10,0.5125
executioner;fireball;goblin-gang;hog-rider;knight;minions;tesla;zap,172,29,0.57429
executioner;fireball;goblin-gang;hog-rider;knight;pekka;tornado;zap,763,149,0.56723
executioner;fireball;goblin-gang;hog-rider;knight;pekka;wizard;zap,122,15,0.488
executioner;fireball;goblin-gang;hog-rider;knight;tornado;valkyrie;zap,116,18,0.59664
executioner;fireball;goblin-gang;hog-rider;lumberjack;minions;mini-pekka;zap,122,16,0.532
executioner;fireball;goblin-gang;hog-rider;lumberjack;minions;tornado;zap,164,11,0.55389
executioner;fireball;goblin-gang;hog-rider;mega-minion;mini-pekka;tornado;zap,231,45,0.51068
executioner;fireball;goblin-gang;hog-rider;mega-minion;pekka;valkyrie;zap,116,24,0.53782
executioner;fireball;goblin-gang;hog-rider;mini-pekka;musketeer;the-log;tornado,190,20,0.53886
executioner;fireball;goblin-gang;hog-rider;mini-pekka;tesla;the-log;tornado,219,46,0.5518
executioner;fireball;goblin-gang;hog-rider;mini-pekka;tesla;tornado;zap,214,48,0.49078
executioner;fireball;goblin-gang;hog-rider;minions;pekka;tesla;the-log,130,13,0.54135
executioner;fireball;goblin-gang;hog-rider;minions;pekka;the-log;tornado,499,59,0.51594
executioner;fireball;goblin-gang;hog-rider;pekka;princess;tornado;zap,126,21,0.49225
executioner;fireball;goblin-gang;hog-rider;skeleton-army;tesla;valkyrie;zap,182,13,0.54865
executioner;fireball;goblin-gang;mega-minion;mini-pekka;royal-giant;tornado;zap,114,20,0.47863
executioner;fireball;goblin-gang;minions;royal-giant;tornado;valkyrie;zap,175,17,0.50843
executioner;fireball;goblins;hog-rider;ice-golem;ice-spirit;the-log;tornado,152,51,0.56129
executioner;fireball;goblins;hog-rider;ice-golem;pekka;tornado;zap,383,12,0.4715
executioner;fireball;goblins;hog-rider;ice-spirit;knight;tesla;the-log,153,27,0.49038
executioner;fireball;goblins;hog-rider;inferno-dragon;knight;tornado;zap,231,21,0.54487
executioner;fireball;goblins;hog-rider;knight;tesla;the-log;tornado,835,83,0.53819
executioner;fireball;goblins;hog-rider;knight;the-log;tornado;zap,368,63,0.50404
executioner;fireball;goblins;hog-rider;tesla;the-log;tornado;valkyrie,151,38,0.51299
executioner;fireball;graveyard;knight;minions;pekka;tornado;zap,118,12,0.54959
executioner;fireball;guards;hog-rider;ice-spirit;tornado;valkyrie;zap,1324,113,0.52675
executioner;fireball;guards;hog-rider;ice-wizard;mini-pekka;the-log;tornado,221,32,0.4933
executioner;fireball;guards;hog-rider;inferno-dragon;knight;the-log;tornado,219,23,0.5045
executioner;fireball;guards;hog-rider;inferno-dragon;knight;tornado;zap,375,37,0.51984
executioner;fireball;guards;hog-rider;inferno-dragon;tornado;valkyrie;zap,245,51,0.53024
executioner;fireball;guards;hog-rider;inferno-tower;tornado;valkyrie;zap,170,32,0.57803
executioner;fireball;guards;hog-rider;knight;minions;tornado;zap,222,27,0.53778
executioner;fireball;guards;hog-rider;knight;tesla;tornado;zap,434,56,0.49085
executioner;fireball;guards;hog-rider;knight;the-log;tornado;zap,472,72,0.58
executioner;fireball;guards;hog-rider;minions;mini-pekka;the-log;tornado,148,22,0.52649
executioner;fireball;guards;hog-rider;minions;pekka;tornado;zap,1355,151,0.54381
executioner;fireball;guards;hog-rider;pekka;tesla;the-log;tornado,124,30,0.5
executioner;fireball;guards;hog-rider;tesla;the-log;valkyrie;zap,204,20,0.55072
executioner;fireball;guards;hog-rider;tesla;tornado;valkyrie;zap,590,81,0.53626
executioner;fireball;guards;hog-rider;the-log;tornado;valkyrie;zap,257,44,0.54615
executioner;fireball;hog-rider;ice-golem;ice-spirit;knight;the-log;tornado,122,27,0.532
executioner;fireball;hog-rider;ice-golem;skeletons;tesla;the-log;tornado,133,13,0.51471
executioner;fireball;hog-rider;ice-spirit;inferno-dragon;knight;tornado;zap,253,56,0.47852
executioner;fireball;hog-rider;ice-spirit;knight;mega-minion;the-log;tornado,525,59,0.57386
executioner;fireball;hog-rider;ice-spirit;knight;pekka;the-log;tornado,1195,124,0.53506
executioner;fireball;hog-rider;ice-spirit;knight;skeletons;the-log;tornado,10144,1373,0.53641
executioner;fireball;hog-rider;ice-spirit;knight;tesla;the-log;tornado,1528,238,0.54311
executioner;fireball;hog-rider;ice-spirit;knight;the-log;tombstone;tornado,599,76,0.55316
executioner;fireball;hog-rider;ice-spirit;knight;tombstone;tornado;zap,136,21,0.50719
executioner;fireball;hog-rider;ice-spirit;minions;mini-pekka;the-log;tornado,132,20,0.51852
executioner;fireball;hog-rider;ice-spirit;musketeer;the-log;tornado;valkyrie,161,13,0.54573
executioner;fireball;hog-rider;ice-spirit;pekka;tornado;valkyrie;zap,572,93,0.58435
executioner;fireball;hog-rider;ice-spirit;prince;skeletons;the-log;tornado,138,12,0.62411
executioner;fireball;hog-rider;ice-wizard;knight;mini-pekka;tornado;zap,217,25,0.55
executioner;fireball;hog-rider;ice-wizard;knight;skeletons;the-log;tornado,155,30,0.5981
executioner;fireball;hog-rider;ice-wizard;mini-pekka;the-log;tornado;valkyrie,179,25,0.60989
executioner;fireball;hog-rider;ice-wizard;pekka;the-log;tornado;zap,207,31,0.51667
executioner;fireball;hog-rider;ice-wizard;pekka;tombstone;tornado;zap,161,12,0.56402
